sentence_id,words,labels
15,zone.,O
15,No,O
15,emergency,O
15,vehicles,O
15,or,O
15,collisions,O
15,present,O
15,in,O
15,the,O
15,vicinity.,O
15,Weather,O
15,and/or,O
15,road,O
15,conditions,O
15,dry,O
15,in,O
15,the,O
15,area.,O
16,Disengage,B-E
16,for,O
16,unwanted,B-C
16,maneuver,I-C
16,of,O
16,the,O
16,vehicle,O
16,that,O
16,was,O
16,undesirable,O
16,under,O
16,the,O
16,circumstances,O
17,Planning,O
17,"discrepancy,",O
17,incorrect,O
17,trajectory,O
17,estimating,O
17,during,O
17,parking,O
17,maneuver,O
18,Safety,O
18,Driver,O
18,disengaged,O
18,to,O
18,manually,O
18,drive,O
18,through,O
18,crosswalk.,O
19,The,O
19,planner,O
19,was,O
19,not,O
19,able,O
19,to,O
19,generate,O
19,a,O
19,valid,O
19,trajectory.,O
19,The,O
19,system,O
19,asked,O
19,the,O
19,operator,O
19,to,O
19,take,O
19,control,O
19,of,O
19,the,O
19,vehicle.,O
20,Driver,B-E
20,disengagement,I-E
20,due,O
20,to,O
20,planning,B-C
20,discrepancy,I-C
20,in,O
20,the,O
20,determination,O
20,of,O
20,autonomous,O
20,vehicle,O
20,speed,O
21,Driver,B-E
21,disengagement,I-E
21,due,O
21,to,O
21,planning,B-C
21,discrepancy,I-C
21,in,O
21,the,O
21,recommendation,O
21,of,O
21,lane,O
21,change,O
22,Driver,B-E
22,disengagement,I-E
22,due,O
22,to,O
22,safety,B-C
22,monitor,I-C
22,notification,I-C
22,of,O
22,general,O
22,system,O
22,discrepancy,O
23,Delivery,O
23,truck,O
23,parked,O
23,in,O
23,"lane,",O
23,would,O
23,break,O
23,rules,O
23,to,O
23,cross,O
23,into,O
23,oncoming,O
23,lane,O
23,to,O
23,get,O
23,around,O
23,it,O
24,Car,O
24,detected,O
24,red,O
24,traffic,O
24,light,O
24,color,O
24,instead,O
24,of,O
24,"green,",O
24,missclassification,O
24,in,O
24,perception,O
25,Controls,O
25,disengaged,O
25,after,O
25,requested,O
25,a,O
25,deceleration,O
25,beyond,O
25,limit,O
26,Car,O
26,software,O
26,"crashed,",O
26,and,O
26,system,O
26,needed,O
26,to,O
26,be,O
26,"rebooted,",O
26,under,O
26,investigation,O
27,Vehicle,O
27,in,O
27,adjacent,O
27,lane,O
27,was,O
27,too,O
27,close,O
27,to,O
27,car,O
28,Industrial,O
28,garbage,O
28,bin,O
28,obstructing,O
28,lane,O
29,Car,O
29,steering,O
29,into,O
29,bike,O
29,"lane,",O
29,disagreement,O
29,between,O
29,actual,O
29,and,O
29,estimated,O
29,positions,O
30,Car,O
30,too,I-E
30,slow,I-E
30,to,O
30,make,O
30,left,O
30,turn,O
30,at,O
30,"intersection,",O
30,due,O
30,to,O
30,internal,B-C
30,system,I-C
30,speed,I-C
30,contraint,I-C
31,Car,O
31,stopped,O
31,in,O
31,middle,O
31,of,O
31,intersection,O
31,and,O
31,did,O
31,not,O
31,proceed,O
31,after,O
31,pedestrian,O
31,was,O
31,finished,O
31,crossing,O
31,crosswalk,O
32,Car,O
32,did,O
32,not,O
32,see,O
32,vehicle,O
32,to,O
32,right,O
32,during,O
32,4-way,O
32,"stop,",O
32,perception,O
32,issue,O
33,Person,O
33,on,O
33,scooter,O
33,weaving,O
33,in,O
33,lane,O
34,Yellow,O
34,light,O
34,detected,O
34,in,O
34,middle,O
34,of,O
34,right-turn,O
34,at,O
34,traffic,O
34,light,O
35,Car,O
35,did,O
35,not,O
35,detect,O
35,vehicle,O
35,in,O
35,"front,",O
35,perception,O
35,saw,O
35,vehicle,O
35,in,O
35,motion,O
35,when,O
35,static,O
36,Vehicle,O
36,backing,O
36,up,O
36,from,O
36,parking,O
36,spot,O
36,into,O
36,lane,O
37,Car,O
37,stopped,O
37,on,O
37,right,O
37,turn,O
37,on,O
37,red,O
37,(did,O
37,not,O
37,complete,O
37,"turn),",O
37,slow,O
37,down,O
37,command,O
37,during,O
37,turn,O
37,execution,O
38,Safety,O
38,Driver,O
38,disengaged,B-E
38,due,O
38,to,O
38,cut-in,B-C
38,issue.,I-C
39,Disengage,B-E
39,for,O
39,unwanted,B-CE
39,maneuver,I-CE
39,of,O
39,the,O
39,vehicle,O
39,caused,O
39,by,O
39,a,B-C
39,planning,I-C
39,discrepancy,I-C
39,while,O
39,generating,O
39,an,O
39,appropriate,O
39,trajectory,O
40,The,O
40,operator,O
40,disengaged,O
40,the,O
40,system,O
40,manually,O
40,to,O
40,remain,O
40,in,O
40,the,O
40,operational,O
40,design,O
40,domain.,O
40,This,O
40,was,O
40,accomplished,O
40,by,O
40,pressing,O
40,the,O
40,brake,O
40,pedal,O
40,to,O
40,reduce,O
40,the,O
40,velocity,O
40,of,O
40,the,O
40,vehicle.,O
41,Safety,O
41,Driver,O
41,disengaged,O
41,to,O
41,ensure,O
41,proper,O
41,behavior,O
41,at,O
41,traffic,O
41,light.,O
42,Driver,B-CE
42,disengagement,I-CE
42,due,O
42,to,O
42,control,B-C
42,discrepancy,I-C
42,resulting,O
42,in,O
42,undesired,B-E
42,lateral,I-E
42,movement,I-E
42,in,O
42,the,O
42,lane,O
43,Safety,O
43,Driver,O
43,disengaged,O
43,to,O
43,re-center,O
43,vehicle,O
43,in,O
43,lane.,O
44,Safety,O
44,Driver,O
44,disengaged,O
44,upon,O
44,judging,O
44,that,O
44,vehicle,O
44,was,O
44,too,O
44,close,O
44,to,O
44,other,O
44,road,O
44,user,O
44,or,O
44,obstacle.,O
45,Safety,O
45,Driver,O
45,disengaged,O
45,upon,O
45,judging,O
45,that,O
45,vehicle,O
45,was,O
45,too,O
45,close,O
45,to,O
45,road,O
45,boundary.,O
46,Safety,O
46,Driver,O
46,disengaged,I-E
46,due,O
46,to,O
46,inappropriate,B-CE
46,"braking,",I-CE
46,caused,O
46,by,O
46,perception,B-C
46,issue.,I-C
47,Safety,O
47,Driver,O
47,disengaged,I-E
47,near,O
47,crosswalk,O
47,due,O
47,to,O
47,overly,B-C
47,conservative,I-C
47,vehicle,I-C
47,behavior.,I-C
48,Disengage,B-E
48,for,O
48,a,B-CE
48,perception,I-CE
48,discrepancy,I-CE
48,for,O
48,which,O
48,a,O
48,component,O
48,of,O
48,the,O
48,vehicle's,O
48,perception,O
48,system,O
48,failed,O
48,to,O
48,detect,O
48,an,O
48,object,O
48,correctly,O
49,Car,O
49,stopped,O
49,too,O
49,far,O
49,from,O
49,line,O
49,at,O
49,"intersection,",O
49,map,O
49,annotation,O
49,incorrect,O
50,Reckless,O
50,driver,O
50,behind,O
50,car,O
50,trying,O
50,to,O
50,undertake,O
50,during,O
50,right,O
50,turn.,O
51,Car,O
51,detected,O
51,green,O
51,traffic,O
51,light,O
51,color,O
51,when,O
51,"red,",O
51,missclassification,O
51,in,O
51,perception,O
52,Car,O
52,driving,O
52,too,I-E
52,slow,I-E
52,due,O
52,to,O
52,stopped,B-C
52,truck,I-C
52,straddling,O
52,lane,O
53,Parked,O
53,vehicle,O
53,sticking,O
53,out,O
53,in,O
53,road,O
54,Car,O
54,"stopped,",O
54,then,O
54,proceeded,O
54,to,O
54,make,O
54,right,O
54,turn,O
54,on,O
54,red,O
54,however,O
54,did,O
54,not,O
54,have,O
54,sufficient,O
54,view,O
54,of,O
54,oncoming,O
54,traffic,O
55,Car,O
55,was,O
55,going,O
55,to,O
55,cross,O
55,4-way,O
55,stop,O
55,intersection,O
55,when,O
55,it,O
55,was,O
55,not,O
55,its,O
55,"turn,",O
55,perception,O
55,insufficient,O
56,Reckless,O
56,driver,O
56,trying,O
56,to,O
56,undertake,O
56,on,O
56,right,O
56,turn,O
56,at,O
56,red,O
56,light,O
57,Planning,O
57,discrepancy;,O
57,during,O
57,double,O
57,parked,O
57,vehicle,O
57,avoidance,O
57,"maneuver,",O
57,system,O
57,planned,O
57,incorrect,O
57,trajectory,O
58,The,O
58,operator,O
58,disengaged,O
58,the,O
58,system,O
58,manually,O
58,to,O
58,remain,O
58,in,O
58,the,O
58,operational,O
58,design,O
58,domain.,O
58,The,O
58,driver,O
58,performed,O
58,a,O
58,steering,O
58,manouver,O
58,to,O
58,correct,O
58,the,O
58,trajectory,O
58,of,O
58,the,O
58,vehicle.,O
59,Driver,O
59,pressed,O
59,the,O
59,accelerator,O
59,pedal,O
59,because,O
59,the,O
59,vehicle,O
59,was,O
59,driving,O
59,slower,O
59,than,O
59,driver,O
59,expected.,O
59,Vehicle,O
59,not,O
59,in,O
59,an,O
59,active,O
59,construction,O
59,zone.,O
59,No,O
59,emergency,O
59,vehicles,O
59,or,O
59,collisions,O
59,present,O
59,in,O
59,the,O
59,vicinity.,O
59,Weather,O
59,and/or,O
59,road,O
59,conditions,O
59,dry,O
59,in,O
59,the,O
59,area.,O
60,"Planning,",O
60,driver,O
60,precautionarily,O
60,intervened,O
60,for,O
60,insufficient,B-C
60,yielding,I-C
60,to,O
60,a,O
60,vehicle,O
60,going,O
60,straight,O
61,Safety,O
61,Driver,O
61,disengaged,B-E
61,due,O
61,to,O
61,issue,B-C
61,with,O
61,lane,O
61,change,O
61,maneuver.,O
62,During,O
62,an,O
62,exit/merge,O
62,the,O
62,test,O
62,vehicle,O
62,was,O
62,going,O
62,the,O
62,"""correct""",O
62,speed,O
62,as,O
62,posted,O
62,by,O
62,road,O
62,"signs,",O
62,but,O
62,was,O
62,going,O
62,too,O
62,slow,O
62,or,O
62,too,O
62,fast,O
62,given,O
62,the,O
62,traffic,O
62,and,O
62,road,O
62,conditions.,O
62,Conditions:,O
62,Non-inclement,O
62,"weather,",O
62,dry,O
62,"roads,",O
62,no,O
62,other,O
62,factors,O
62,involved,O
63,During,O
63,a,O
63,"merge,",O
63,the,O
63,test,O
63,vehicle,O
63,failed,O
63,to,O
63,keep,O
63,an,O
63,appropriate,O
63,distance,O
63,between,O
63,a,O
63,merging,O
63,car,O
63,or,O
63,the,O
63,merging,O
63,car,O
63,failed,O
63,to,O
63,yield,O
63,to,O
63,us.,O
63,Conditions:,O
63,Non-inclement,O
63,"weather,",O
63,dry,O
63,"roads,",O
63,no,O
63,other,O
63,factors,O
63,involved,O
64,Reckless,O
64,driver,O
64,tailgating,O
65,Detected,O
65,red,O
65,traffic,O
65,light,O
65,color,O
65,when,O
65,"green,",O
65,missclassification,O
65,in,O
65,perception,O
66,Stopped,O
66,at,O
66,pedestrian,O
66,crossing,O
66,when,O
66,there,O
66,was,O
66,no,O
66,"pedestrian,",O
66,yield,O
66,sign,O
66,misinterpreted,O
66,as,O
66,pedestrian,O
67,Right,O
67,turn,O
67,at,O
67,traffic,O
67,light,O
67,too,O
67,"slow,",O
67,due,O
67,to,O
67,internal,B-C
67,system,I-C
67,speed,I-C
67,contraint,I-C
68,Vehicle,O
68,on,O
68,left,O
68,of,O
68,3-way,O
68,stop,O
68,intersection,O
68,not,O
68,"detected,",O
68,sensors,O
68,inputs,O
68,into,O
68,fusion,O
68,layer,O
68,did,O
68,not,O
68,agree,O
68,with,O
68,high,O
68,confidence,O
68,that,O
68,a,O
68,perpendicular,O
68,facing,O
68,vehicle,O
68,was,O
68,at,O
68,the,O
68,intersection,O
69,Understeer,O
69,on,O
69,right,O
69,"turn,",O
69,control,O
69,tuning,O
69,needs,O
69,improvement,O
70,Prediction,O
70,discrepancy;,O
70,incorrect,B-E
70,trajectory,I-E
70,estimation,I-E
70,for,O
70,a,O
70,vehicle,O
70,cutting,O
70,into,O
70,lane,O
70,of,O
70,traffic,O
71,Car,O
71,approaching,O
71,stop,O
71,intersection,O
71,too,O
71,"fast,",O
71,deceleration,O
71,profile,O
71,for,O
71,longitudonal,O
71,control,O
71,required,O
71,tuning,O
72,Car,O
72,creeping,O
72,into,O
72,crosswalk,O
72,when,O
72,stopping,O
72,for,O
72,"intersection,",O
72,incorrect,O
72,map,O
72,annotation,O
72,for,O
72,crosswalk,O
72,intersection,O
73,Car,O
73,too,O
73,slow,O
73,to,O
73,make,O
73,left,O
73,turn,O
73,at,O
73,"intersection,",O
73,intersection,O
73,deemed,O
73,not,O
73,clear,O
73,although,O
73,car,O
73,had,O
73,right,O
73,of,O
73,way,O
74,Detected,O
74,green,O
74,traffic,O
74,light,O
74,color,O
74,when,O
74,"red,",O
74,misclassification,O
74,in,O
74,perception,O
75,Car,O
75,too,O
75,slow,O
75,to,O
75,cross,O
75,stop-intersection,O
75,when,O
75,it,O
75,was,O
75,its,O
75,turn,O
75,due,O
75,to,O
75,controls,B-C
75,logic,I-C
76,Car,O
76,taking,O
76,too,O
76,long,O
76,to,O
76,make,O
76,a,O
76,lane,O
76,"change,",O
76,perception,O
76,judged,O
76,space,O
76,insufficient,O
77,Car,O
77,backing,O
77,out,O
77,into,O
77,vehicle,O
77,and,O
77,pedestrians,O
77,J-walking,O
77,on,O
77,opposite,O
77,side,O
77,of,O
77,street,O
78,Stopped,O
78,on,O
78,right,O
78,turn,O
78,at,O
78,red,O
78,light,O
78,too,O
78,early,O
78,before,O
78,"proceeding,",O
78,planning,O
78,needs,O
78,to,O
78,be,O
78,modified,O
78,to,O
78,account,O
78,for,O
78,right,O
78,turn,O
78,visibility,O
78,at,O
78,intersection,O
79,Safety,O
79,Driver,O
79,disengaged,B-E
79,due,O
79,to,O
79,inappropriate,B-C
79,braking,I-C
79,proposal.,I-C
80,Driver,B-E
80,disengagement,I-E
80,due,O
80,to,O
80,perception,B-C
80,discrepancy,I-C
80,in,O
80,the,O
80,detection,O
80,of,O
80,vehicle,O
80,in,O
80,adjacent,O
80,lane,O
81,Driver,B-E
81,disengagement,I-E
81,due,O
81,to,O
81,planning,B-C
81,discrepancy,I-C
81,in,O
81,the,O
81,execution,O
81,of,O
81,mandatory,O
81,lane,O
81,change,O
82,Prediction,O
82,discrepancy;,O
82,incorrect,B-E
82,trajectory,I-E
82,estimation,I-E
82,for,O
82,a,O
82,vehicle,O
82,entering,O
82,4-way,O
82,intersection,O
82,early,O
83,Hardware,B-C
83,diagnostic,I-C
83,caused,O
83,software,B-E
83,kickout,I-E
84,Motion/Behaviour,O
84,planning,O
84,discrepancy;,O
84,On,O
84,city,O
84,road,O
84,in,O
84,moderate,O
84,traffic,O
84,with,O
84,cloudy,O
84,sky,O
84,during,O
84,dusk,O
85,Motion,O
85,&,O
85,Planning,O
85,Issue:,O
85,Wrong,O
85,trajectory,O
85,at,O
85,highway,O
85,exit,O
86,Motion/Behaviour,O
86,planning,O
86,discrepancy;,O
86,On,O
86,city,O
86,road,O
86,in,O
86,moderate,O
86,traffic,O
86,with,O
86,clear,O
86,sky,O
86,during,O
86,night,O
87,An,B-C
87,issue,I-C
87,with,O
87,motion,O
87,control,O
87,system,O
87,caused,O
87,the,O
87,system,O
87,to,O
87,disengage.,B-E
87,The,O
87,system,O
87,asked,O
87,the,O
87,operator,O
87,to,O
87,take,O
87,control,O
87,of,O
87,the,O
87,vehicle.,O
88,Car,O
88,did,O
88,not,O
88,slow,O
88,down,O
88,soon,O
88,enough,O
88,for,O
88,detected,O
88,"vehicle,",O
88,perception,O
88,saw,O
88,vehicle,O
88,in,O
88,motion,O
88,when,O
88,static,O
89,Car,O
89,did,O
89,not,O
89,drive,O
89,once,O
89,traffic,O
89,light,O
89,turned,O
89,"green,",O
89,acceleration,O
89,request,O
89,too,O
89,low,O
89,for,O
89,longitudinal,O
89,control,O
90,Car,O
90,getting,O
90,close,O
90,to,O
90,curb,O
90,of,O
90,sidewalk,O
90,while,O
90,driving,O
90,due,O
90,to,O
90,oscillation,B-C
90,in,O
90,lateral,O
90,control,O
91,Car,O
91,stopping,O
91,too,O
91,close,O
91,to,O
91,crosswalk,O
91,at,O
91,"intersection,",O
91,map,O
91,annotation,O
91,incorrect,O
92,Speed,O
92,not,O
92,reduced,O
92,during,O
92,right,O
92,"turn,",O
92,curvature,O
92,in,O
92,map,O
92,annotation,O
92,not,O
92,correctly,O
92,defined,O
93,Car,O
93,too,O
93,slow,O
93,to,O
93,cross,O
93,stop-intersection,O
93,when,O
93,it,O
93,was,O
93,its,O
93,turn,O
93,to,O
93,go,O
93,(at,O
93,4,O
93,way,O
93,stop),O
93,due,O
93,controls,O
93,logic,O
94,Reckless,O
94,driver,O
94,tailgating,O
94,us,O
94,at,O
94,a,O
94,stop,O
95,Reckless,O
95,driver,O
95,making,O
95,3-point,O
95,turn,O
95,backing,O
95,into,O
95,our,O
95,lane,O
96,Car,O
96,creeping,O
96,forward,O
96,during,O
96,red,O
96,light,O
96,at,O
96,"intersection,",O
96,confidence,O
96,in,O
96,red,O
96,light,O
96,detection,O
96,was,O
96,fluctuating,O
97,An,B-C
97,issue,I-C
97,with,O
97,localization,O
97,component,O
97,caused,O
97,the,O
97,system,O
97,to,O
97,disengage.,B-E
97,The,O
97,system,O
97,asked,O
97,the,O
97,operator,O
97,to,O
97,take,O
97,control,O
97,of,O
97,the,O
97,vehicle.,O
98,In,O
98,a,O
98,congested,O
98,"area,",O
98,the,O
98,testing,O
98,car,O
98,was,O
98,too,O
98,close,O
98,to,O
98,the,O
98,front,O
98,car,O
98,while,O
98,proceeding,O
98,lane,O
98,change,O
98,to,O
98,the,O
98,left.,O
98,Driver,O
98,took,O
98,over,O
98,for,O
98,precaution.,O
99,"Perception,",O
99,driver,O
99,took,O
99,over,O
99,to,O
99,avoid,O
99,hitting,O
99,a,O
99,gate,O
99,which,O
99,is,O
99,accidently,O
99,closed,O
99,by,O
99,a,O
99,community,O
99,safety,O
99,guard,O
100,The,O
100,testing,O
100,car,O
100,did,O
100,not,O
100,yield,O
100,to,O
100,the,O
100,oncoming,O
100,car,O
100,while,O
100,executing,O
100,a,O
100,right,O
100,turn,O
100,without,O
100,traffic,O
100,light.,O
100,The,O
100,driver,O
100,took,O
100,over.,O
101,The,O
101,system,O
101,disengaged,B-E
101,because,O
101,of,O
101,an,B-C
101,error,I-C
101,with,O
101,the,O
101,fusion,O
101,component.,O
101,The,O
101,system,O
101,asked,O
101,the,O
101,operator,O
101,to,O
101,take,O
101,control,O
101,of,O
101,the,O
101,vehicle.,O
102,"Planning,",O
102,driver,O
102,precautionarily,O
102,intervened,O
102,for,O
102,reckless,O
102,behind,O
102,vehicle,O
102,rushing,O
102,to,O
102,enter,O
102,zigzag(Single,O
102,lane,O
102,to,O
102,two,O
102,lanes,O
102,split),O
103,AV,O
103,at,O
103,a,O
103,stop,O
103,sign,O
103,intersection,O
103,with,O
103,two,O
103,other,O
103,trailing,O
103,vehicles.,O
103,The,O
103,current,O
103,AV,O
103,version,O
103,takes,O
103,a,O
103,cautious,O
103,stop-creep,O
103,action,O
103,at,O
103,a,O
103,stop,O
103,sign,O
103,"junction,",O
103,which,O
103,is,O
103,slower,O
103,&,O
103,conservative,O
103,than,O
103,a,O
103,typical,O
103,human,O
103,driver.,O
103,Safety,O
103,driver,O
103,took,O
103,over,O
103,to,O
103,avoid,O
103,any,O
103,inconvenience,O
103,to,O
103,the,O
103,other,O
103,vehicles,O
104,AV,O
104,falsely,O
104,detects,O
104,a,O
104,pedestrian,O
104,yield,O
104,sign,O
104,as,O
104,a,O
104,"pedestrian,",O
104,causing,O
104,the,O
104,AV,O
104,to,O
104,come,O
104,to,O
104,a,O
104,stop.,O
104,Safety,O
104,driver,O
104,initiates,O
104,take,O
104,over,O
104,to,O
104,maintain,O
104,smooth,O
104,traffic,O
104,flow.,O
105,AV,O
105,at,O
105,a,O
105,stop,O
105,sign,O
105,intersection,O
105,with,O
105,one,O
105,other,O
105,trailing,O
105,vehicle.,O
105,The,O
105,current,O
105,AV,O
105,version,O
105,takes,O
105,a,O
105,cautious,O
105,stop-creep,O
105,action,O
105,at,O
105,a,O
105,stop,O
105,sign,O
105,"junction,",O
105,which,O
105,is,O
105,slower,O
105,&,O
105,conservative,O
105,than,O
105,a,O
105,typical,O
105,human,O
105,driver.,O
105,Safety,O
105,driver,O
105,took,O
105,over,O
105,to,O
105,avoid,O
105,any,O
105,inconvenience,O
105,to,O
105,the,O
105,other,O
105,vehicle,O
106,AV,O
106,at,O
106,a,O
106,4-way,O
106,stop,O
106,sign,O
106,intersection,O
106,with,O
106,other,O
106,vehicles.,O
106,The,O
106,current,O
106,AV,O
106,version,O
106,takes,O
106,a,O
106,cautious,O
106,stop-creep,O
106,action,O
106,at,O
106,a,O
106,stop,O
106,sign,O
106,"junction,",O
106,which,O
106,is,O
106,slower,O
106,than,O
106,a,O
106,typical,O
106,human,O
106,driver.,O
106,Safety,O
106,driver,O
106,took,O
106,over,O
106,to,O
106,avoid,O
106,any,O
106,inconvenience,O
106,to,O
106,other,O
106,vehicles.,O
107,Safety,O
107,Driver,O
107,disengaged,O
107,due,O
107,to,O
107,inappropriate,B-C
107,steering.,I-C
108,Lateral,O
108,oscillation,O
108,detected,O
108,for,O
108,a,O
108,couple,O
108,of,O
108,seconds.,O
108,The,O
108,safety,O
108,driver,O
108,decided,O
108,to,O
108,take,O
108,over.,O
108,Cause:,O
108,Lateral,B-C
108,controller,I-C
108,sensitivity,I-C
108,to,O
108,quick,O
108,path,O
108,change,O
108,commands,O
108,or,O
108,localization,B-C
108,errors,I-C
108,causing,O
108,oscillation.,B-E
109,AV,O
109,at,O
109,a,O
109,busy,O
109,4-way,O
109,stop,O
109,sign,O
109,intersection.,O
109,The,O
109,current,O
109,AV,O
109,version,O
109,takes,O
109,a,O
109,cautious,O
109,stop-creep,O
109,action,O
109,at,O
109,a,O
109,stop,O
109,sign,O
109,"junction,",O
109,which,O
109,is,O
109,slower,O
109,than,O
109,a,O
109,typical,O
109,human,O
109,driver.,O
109,Safety,O
109,driver,O
109,took,O
109,over,O
109,to,O
109,avoid,O
109,any,O
109,inconvenience,O
109,to,O
109,other,O
109,vehicles.,O
110,AV,O
110,at,O
110,a,O
110,busy,O
110,stop,O
110,sign,O
110,intersection.,O
110,AV,O
110,starts,O
110,to,O
110,move,O
110,after,O
110,the,O
110,first,O
110,cross,O
110,vehicle,O
110,turns,O
110,"in,",O
110,however,O
110,it,O
110,comes,O
110,to,O
110,a,O
110,stop,O
110,when,O
110,another,O
110,vehicle,O
110,approaches,O
110,the,O
110,cross,O
110,stop,O
110,sign.,O
110,The,O
110,second,O
110,vehicle,O
110,also,O
110,turns,O
110,in,O
110,ahead,O
110,of,O
110,"AV,",O
110,as,O
110,the,O
110,AV,O
110,response,O
110,is,O
110,slow,O
110,and,O
110,conservative.,O
110,Safety,O
110,driver,O
110,intervenes,O
110,once,O
110,the,O
110,2nd,O
110,vehicle,O
110,took,O
110,AV's,O
110,right,O
110,of,O
110,way.,O
111,AV,O
111,decides,O
111,to,O
111,stop,O
111,for,O
111,an,O
111,on-coming,O
111,"vehicle,",O
111,even,O
111,though,O
111,there,O
111,is,O
111,enough,O
111,room,O
111,for,O
111,both,O
111,vehicles,O
111,in,O
111,their,O
111,respective,O
111,lanes.,O
111,Safety,O
111,driver,O
111,takes,O
111,over,O
111,so,O
111,that,O
111,the,O
111,AV,O
111,does,O
111,not,O
111,come,O
111,to,O
111,an,O
111,unexpected,O
111,stop,O
111,on,O
111,the,O
111,steet.,O
112,AV,O
112,at,O
112,stop,O
112,sign,O
112,intersection,O
112,with,O
112,vehicles,O
112,turning,O
112,in,O
112,to,O
112,the,O
112,AV,O
112,lane,O
112,of,O
112,travel.,O
112,Safety,O
112,driver,O
112,takes,O
112,over,O
112,once,O
112,the,O
112,AV,O
112,misses,O
112,it's,O
112,right,O
112,of,O
112,way.,O
113,AV,O
113,falsely,O
113,detects,O
113,a,O
113,pedestrian,O
113,yield,O
113,sign,O
113,as,O
113,a,O
113,"pedestrian,",O
113,causing,O
113,the,O
113,AV,O
113,to,O
113,come,O
113,to,O
113,a,O
113,stop.,O
113,Safety,O
113,driver,O
113,initiates,O
113,take,O
113,over,O
113,to,O
113,maintain,O
113,smooth,O
113,traffic,O
113,flow.No,O
113,AV,O
113,system,O
113,fault,O
113,detected.,O
114,Safety,O
114,driver,O
114,makes,O
114,a,O
114,preventive,O
114,"intervention,",O
114,with,O
114,an,O
114,on-coming,O
114,vehicle,O
114,on,O
114,a,O
114,narrow,O
114,road.,O
114,No,O
114,AV,O
114,system,O
114,fault,O
114,detected.,O
115,Safety,O
115,driver,O
115,decided,O
115,to,O
115,take,O
115,over,O
115,to,O
115,let,O
115,a,O
115,faster,O
115,trailer,O
115,vehicle,O
115,pass,O
115,the,O
115,AV,O
115,for,O
115,their,O
115,convenience.,O
115,No,O
115,AV,O
115,system,O
115,fault,O
115,detected.,O
116,AV,O
116,making,O
116,wide,O
116,right,O
116,"turn,",O
116,with,O
116,on,O
116,coming,O
116,vehicle,O
116,in,O
116,opposite,O
116,lane,O
116,of,O
116,the,O
116,road.,O
116,Driver,O
116,makes,O
116,a,O
116,preventive,O
116,intervention,O
116,to,O
116,avoid,O
116,any,O
116,unsafe,O
116,situation.,O
