sentence_id,words,labels
11,in,O
11,comics,O
11,since,O
11,the,O
11,beginnings,O
11,of,O
11,the,O
11,modern,O
11,comic,O
11,strip,O
12,The,O
12,big,O
12,fish,O
12,has,O
12,been,O
12,pushed,O
12,into,O
12,the,O
12,deeper,O
12,sea,O
13,The,O
13,scientist,O
13,enclosed,O
13,a,O
13,liquid,O
13,material,O
13,in,O
13,a,O
13,vial,O
13,in,O
13,three,O
13,steps,O
14,This,O
14,case,O
14,arises,O
14,from,O
14,a,B-C
14,December,I-C
14,21,I-C
14,",",I-C
14,2005,I-C
14,automobile,I-C
14,accident,I-C
14,that,O
14,resulted,O
14,in,O
14,the,B-E
14,death,I-E
14,of,O
14,Larry,O
14,Haynes,O
15,However,O
15,",",O
15,the,B-C
15,planning,I-C
15,proposal,I-C
15,has,O
15,generated,O
15,opposition,B-E
15,from,O
15,locals,O
15,who,O
15,have,O
15,voiced,O
15,fears,O
15,over,O
15,health,O
15,issues,O
16,The,O
16,army,O
16,of,O
16,Israel,O
16,was,O
16,utterly,O
16,defeated,O
16,and,O
16,its,O
16,camp,O
16,ransacked,O
16,",",O
16,which,O
16,terribly,O
16,augmented,O
16,the,O
16,horrors,O
16,and,O
16,disasters,O
16,of,O
16,the,O
16,rout,O
16,of,O
16,Saul's,O
16,army,O
17,Take,O
17,medicine,O
17,to,O
17,reduce,O
17,sneezing,B-E
17,and,O
17,coughing,B-E
17,from,O
17,allergies,B-C
18,Gavin,O
18,wears,O
18,a,O
18,kilt,O
18,for,O
18,the,O
18,outing,O
19,A,O
19,large,O
19,marble,O
19,was,O
19,dropped,O
19,into,O
19,the,O
19,bowl,O
20,This,O
20,issue,O
20,has,O
20,been,O
20,covered,O
20,in,O
20,greater,O
20,detail,O
20,in,O
20,many,O
20,other,O
20,documents,O
20,about,O
20,network,O
20,abuse,O
21,Wave,O
21,crests,O
21,are,O
21,blown,O
21,into,O
21,the,O
21,froth,O
22,As,O
22,Vinay,O
22,collapsed,O
22,in,O
22,pain,O
22,",",O
22,the,O
22,villagers,O
22,poured,O
22,acid,O
22,into,O
22,his,O
22,eyes,O
23,The,O
23,implant,O
23,is,O
23,placed,O
23,into,O
23,the,O
23,jaw,O
23,bone,O
24,The,O
24,research,O
24,",",O
24,performed,O
24,at,O
24,the,O
24,Kyoto,O
24,Prefectural,O
24,University,O
24,of,O
24,Medicine,O
24,",",O
24,has,O
24,been,O
24,presented,O
24,at,O
24,a,O
24,medical,O
24,meeting,O
24,in,O
24,Japan,O
25,A,B-C
25,lamp,I-C
25,emiting,O
25,a,B-E
25,strong,I-E
25,white,I-E
25,light,I-E
25,is,O
25,placed,O
25,on,O
25,an,O
25,mobile,O
25,block,O
25,makes,O
25,it,O
25,possible,O
25,to,O
25,the,O
25,scanner,O
25,to,O
25,sweep,O
25,all,O
25,the,O
25,document,O
26,He,O
26,poured,O
26,flour,O
26,into,O
26,the,O
26,tuba,O
26,of,O
26,an,O
26,orchestra,O
26,collegue,O
27,Much,O
27,effort,O
27,has,O
27,been,O
27,put,O
27,into,O
27,research,O
27,of,O
27,the,O
27,phenomenon,O
27,of,O
27,voltage,O
27,collapse,O
28,The,O
28,breakdown,O
28,of,O
28,the,O
28,linear,O
28,relation,O
28,of,O
28,"J,1",O
28,D,O
28,at,O
28,peakeffect,O
28,region,O
28,indicates,O
28,that,O
28,the,B-E
28,peakeffect,I-E
28,originates,O
28,from,O
28,an,B-C
28,addition,I-C
28,pinning,I-C
28,effect,I-C
29,The,O
29,corporation,O
29,has,O
29,constructed,O
29,railways,O
29,in,O
29,Ukraine,O
29,",",O
29,Guinea,O
29,",",O
29,Iran,O
29,",",O
29,Iraq,O
29,",",O
29,and,O
29,Syria,O
30,Atopic,B-C
30,dermatitis,I-C
30,",",O
30,the,O
30,most,O
30,common,O
30,type,O
30,of,O
30,eczema,O
30,",",O
30,causes,O
30,itchiness,B-E
30,that's,O
30,worse,O
30,in,O
30,the,O
30,colder,O
30,months,O
31,The,O
31,dial,O
31,indicator,O
31,is,O
31,mounted,O
31,on,O
31,the,O
31,spindle,O
31,of,O
31,the,O
31,milling,O
31,machine,O
32,My,O
32,aunt,O
32,has,O
32,been,O
32,put,O
32,into,O
32,care,O
32,suffering,O
32,with,O
32,memory,O
32,loss,O
33,The,B-E
33,dramatic,I-E
33,streaks,I-E
33,we,O
33,see,O
33,in,O
33,the,O
33,sky,O
33,are,O
33,caused,O
33,by,O
33,particles,B-C
33,that,O
33,incinerate,O
33,before,O
33,they,O
33,hit,O
33,the,O
33,ground,O
34,Parties,O
34,have,O
34,inherited,O
34,entitlements,O
34,to,O
34,property,O
35,The,O
35,dog,O
35,scratched,O
35,at,O
35,the,O
35,door,O
35,with,O
35,its,O
35,forepaw,O
36,With,O
36,lyrical,O
36,descriptions,O
36,of,O
36,landscape,O
36,and,O
36,terse,O
36,",",O
36,unpunctuated,O
36,dialogue,O
36,",",O
36,a,O
36,distinctive,O
36,voice,O
36,powered,O
36,a,O
36,gripping,O
36,story,O
37,This,O
37,scholarship,O
37,was,O
37,awarded,O
37,to,O
37,an,O
37,outstanding,O
37,student,O
37,for,O
37,recognizing,O
37,her,O
37,academic,O
37,excellence,O
38,Instead,O
38,of,O
38,placing,O
38,the,O
38,seeds,O
38,in,O
38,a,O
38,strainer,O
38,basket,O
38,",",O
38,they,O
38,were,O
38,placed,O
38,in,O
38,a,O
38,wet,O
38,muslin,O
38,or,O
38,cheesecloth,O
38,and,O
38,hung,O
38,up,O
39,While,O
39,that,O
39,operation,O
39,was,O
39,a,O
39,success,O
39,",",O
39,the,O
39,contents,O
39,of,O
39,the,O
39,satchel,O
39,were,O
39,a,O
39,tiny,O
39,loss,O
39,for,O
39,the,O
39,traffickers,O
40,The,O
40,structure,O
40,of,O
40,the,O
40,benthic,O
40,boundary,O
40,layer,O
40,over,O
40,a,O
40,bed,O
40,of,O
40,mussels,O
40,was,O
40,investigated,O
40,in,O
40,a,O
40,large,O
40,racetrack,O
40,flume,O
41,Genetic,B-E
41,disorders,I-E
41,are,O
41,caused,O
41,by,O
41,the,B-C
41,mutation,I-C
41,of,O
41,a,O
41,gene,O
42,The,O
42,material,O
42,was,O
42,in,O
42,a,O
42,trunk,O
42,in,O
42,a,O
42,basement,O
42,and,O
42,I,O
42,knew,O
42,I,O
42,needed,O
42,to,O
42,get,O
42,it,O
43,A,O
43,lot,O
43,of,O
43,effort,O
43,has,O
43,gone,O
43,into,O
43,the,O
43,development,O
43,of,O
43,a,O
43,suitable,O
43,statistical,O
43,method,O
44,My,O
44,manager's,O
44,desk,O
44,has,O
44,been,O
44,moved,O
44,up,O
44,to,O
44,the,O
44,top,O
44,floor,O
45,Ws,O
45,a,O
45,murmuration,O
45,of,O
45,starlings,O
45,enters,O
45,a,O
45,holly,O
45,grove,O
45,",",O
45,it,O
45,ruins,O
45,the,O
45,entire,O
45,crop,O
46,Firefighters,O
46,mark,O
46,hydrants,O
46,that,O
46,work,O
46,okay,O
46,with,O
46,spray,O
46,paint,O
47,Our,B-E
47,inquiry,I-E
47,into,O
47,the,O
47,city's,O
47,job,O
47,creation,O
47,funding,O
47,came,O
47,from,O
47,a,B-C
47,reader's,I-C
47,tip,I-C
48,This,O
48,program,O
48,was,O
48,developed,O
48,based,O
48,on,O
48,research,O
48,",",O
48,best,O
48,practices,O
48,",",O
48,several,O
48,parenting,O
48,programs,O
48,",",O
48,and,O
48,the,O
48,personal,O
48,experiences,O
48,of,O
48,the,O
48,author,O
48,",",O
48,who,O
48,is,O
48,a,O
48,minister,O
49,The,O
49,mice,O
49,brains,O
49,were,O
49,removed,O
49,into,O
49,a,O
49,35mm,O
49,dish,O
50,We,O
50,seek,O
50,to,O
50,actually,O
50,reverse,O
50,the,B-E
50,injury,I-E
50,that,O
50,has,O
50,been,O
50,caused,O
50,by,O
50,the,B-C
50,heart,I-C
50,attack,I-C
51,A,B-E
51,first,I-E
51,revolution,I-E
51,was,O
51,triggered,O
51,by,O
51,the,O
51,growing,O
51,use,O
51,of,O
51,reading,B-C
51,and,O
51,writing,B-C
52,This,O
52,love,O
52,of,O
52,nature's,O
52,gift,O
52,has,O
52,been,O
52,reflected,O
52,in,O
52,artworks,O
52,dating,O
52,back,O
52,more,O
52,than,O
52,a,O
52,thousand,O
52,years,O
53,The,O
53,community,O
53,of,O
53,senior,O
53,citizens,O
53,already,O
53,has,O
53,great,O
53,electoral,O
53,power,O
54,This,O
54,machine,O
54,is,O
54,a,O
54,cluster,O
54,of,O
54,3240,O
54,computers,O
54,",",O
54,each,O
54,with,O
54,40,O
54,processing,O
54,cores,O
54,and,O
54,includes,O
54,both,O
54,AMD,O
54,and,O
54,Cell,O
54,processors,O
55,The,O
55,JNC,O
55,also,O
55,is,O
55,currently,O
55,accepting,O
55,applications,O
55,for,O
55,the,B-E
55,vacancy,I-E
55,created,O
55,by,O
55,the,B-C
55,retirement,I-C
55,of,O
55,Judge,O
55,Edwin,O
55,B,O
55,Browning,O
55,",",O
55,Jr,O
56,The,O
56,body,O
56,was,O
56,inside,O
56,a,O
56,duffel,O
56,bag,O
56,that,O
56,was,O
56,secured,O
56,with,O
56,duct,O
56,tape,O
57,The,O
57,lyrics,O
57,point,O
57,toward,O
57,sexual,O
57,politics,O
57,",",O
57,and,O
57,the,O
57,lack,O
57,of,O
57,understanding,O
57,between,O
57,boys,O
57,and,O
57,girls,O
58,After,O
58,several,O
58,years,O
58,of,O
58,self-observation,O
58,",",O
58,Alexander,O
58,began,O
58,to,O
58,teach,O
58,his,O
58,method,O
58,of,O
58,conscious,B-E
58,inhibition,I-E
58,through,O
58,manual,B-C
58,facilitated,I-C
58,movement,I-C
59,When,O
59,it,O
59,was,O
59,closer,O
59,she,O
59,saw,O
59,the,B-E
59,light,I-E
59,was,O
59,coming,O
59,from,O
59,a,B-C
59,flashlight,I-C
59,being,O
59,carried,O
59,in,O
59,the,O
59,mouth,O
59,of,O
59,a,O
59,large,O
59,black,O
59,Scottie,O
59,dog,O
59,",",O
59,its,O
59,muzzle,O
59,gray,O
59,with,O
59,age,O
60,The,O
60,crew,O
60,had,O
60,dug,O
60,a,O
60,trench,O
60,for,O
60,her,O
60,to,O
60,walk,O
60,in,O
60,so,O
60,that,O
60,she,O
60,would,O
60,not,O
60,dwarf,O
60,the,O
60,star,O
61,The,B-E
61,beautiful,I-E
61,hydrothermal,I-E
61,features,I-E
61,in,O
61,the,O
61,park,O
61,",",O
61,the,B-E
61,uplift,I-E
61,and,O
61,subsidence,B-E
61,",",O
61,and,O
61,many,O
61,of,O
61,the,B-E
61,earthquakes,I-E
61,are,O
61,caused,O
61,by,O
61,the,B-C
61,movements,I-C
61,of,O
61,hydrothermal,O
61,and,O
61,or,O
61,magmatic,O
61,fluids,O
62,GolTV's,O
62,unique,O
62,offering,O
62,positions,O
62,it,O
62,in,O
62,the,O
62,highly,O
62,competitive,O
62,US,O
62,media,O
62,market,O
62,as,O
62,the,O
62,only,O
62,TV,O
62,channel,O
62,devoted,O
62,exclusively,O
62,to,O
62,soccer,O
63,As,O
63,soon,O
63,as,O
63,the,O
63,ceremony,O
63,is,O
63,done,O
63,",",O
63,the,O
63,couple,O
63,holds,O
63,a,O
63,bottle,O
63,with,O
63,love,O
63,testimony,O
63,in,O
63,it,O
63,and,O
63,puts,O
63,it,O
63,into,O
63,the,O
63,ocean,O
64,He,O
64,poured,O
64,his,O
64,passion,O
64,into,O
64,his,O
64,lover,O
65,The,O
65,climber,O
65,had,O
65,a,O
65,hook,O
65,in,O
65,each,O
65,hand,O
66,This,O
66,paper,O
66,discusses,O
66,an,O
66,on-line,O
66,signature,O
66,verification,O
66,method,O
66,based,O
66,on,O
66,angular,O
66,direction,O
66,of,O
66,pen,O
66,point,O
66,movement,O
67,The,B-E
67,delay,I-E
67,in,O
67,the,O
67,progression,O
67,of,O
67,these,O
67,applications,O
67,has,O
67,been,O
67,caused,O
67,by,O
67,the,B-C
67,original,I-C
67,applicants,I-C
68,A,O
68,common,O
68,side,O
68,effect,O
68,of,O
68,strict,O
68,elimination,O
68,after,O
68,extended,O
68,periods,O
68,of,O
68,use,O
68,is,O
68,headaches,B-E
68,from,O
68,caffeine,B-C
68,withdrawal,I-C
68,",",O
68,which,O
68,is,O
68,also,O
68,a,O
68,clear,O
68,sign,O
68,of,O
68,the,O
68,addiction,O
69,This,O
69,article,O
69,is,O
69,about,O
69,pre-existing,O
69,conditions,O
69,with,O
69,respect,O
69,to,O
69,health,O
69,insurance,O
70,An,O
70,MRI,O
70,machine,O
70,measures,O
70,the,O
70,response,O
70,with,O
70,a,O
70,computer,O
71,William,O
71,H,O
71,Parker,O
71,was,O
71,the,O
71,longest,O
71,serving,O
71,police,O
71,chief,O
71,in,O
71,Los,O
71,Angeles,O
71,Police,O
71,Department,O
72,The,O
72,medical,O
72,devices,O
72,were,O
72,inserted,O
72,into,O
72,a,O
72,female,O
72,teen,O
72,patient,O
73,Researchers,O
73,synthesized,O
73,the,O
73,basic,O
73,ingredients,O
74,A,O
74,mason,O
74,has,O
74,removed,O
74,the,O
74,original,O
74,left,O
74,and,O
74,right,O
74,edges,O
74,and,O
74,in,O
74,their,O
74,place,O
74,has,O
74,prepared,O
74,a,O
74,simple,O
74,moulding,O
74,on,O
74,each,O
74,side,O
75,The,O
75,companies,O
75,have,O
75,gone,O
75,into,O
75,liquidation,O
76,Contact,O
76,the,O
76,router,O
76,'s,O
76,manufacturer,O
76,for,O
76,assistance,O
76,with,O
76,configuration,O
76,and,O
76,proper,O
76,setup,O
76,of,O
76,your,O
76,wired,O
76,router,O
77,The,B-E
77,scandals,I-E
77,are,O
77,caused,O
77,by,O
77,the,B-C
77,young,I-C
77,female,I-C
77,celebs,I-C
77,who,O
77,'inadvertently',O
77,reveal,O
77,glimpses,O
77,of,O
77,their,O
77,naked,O
77,faces,O
77,as,O
77,they,O
77,get,O
77,out,O
77,of,O
77,limousines,O
78,Thick,O
78,oatmeal,O
78,cookies,O
78,are,O
78,soft,O
78,",",O
78,while,O
78,the,O
78,thin,O
78,ones,O
78,are,O
78,crispy,O
79,The,O
79,company,O
79,has,O
79,constructed,O
79,a,O
79,demonstration,O
79,house,O
79,at,O
79,the,O
79,BRE,O
79,Innovation,O
79,Park,O
79,",",O
79,at,O
79,Watford,O
79,",",O
79,using,O
79,the,O
79,same,O
79,combination,O
79,of,O
79,timber,O
79,and,O
79,Hemcrete,O
80,A,O
80,basic,O
80,data,O
80,entry,O
80,has,O
80,been,O
80,added,O
80,to,O
80,the,O
80,database,O
81,The,O
81,man,O
81,pushed,O
81,the,O
81,woman,O
81,into,O
81,the,O
81,windscreen,O
82,The,O
82,writer,O
82,has,O
82,a,O
82,'bottle,O
82,of,O
82,ink,O
82,",",O
82,a,O
82,pen,O
82,and,O
82,a,O
82,blotter',O
83,The,O
83,sensor,O
83,has,O
83,a,O
83,coil,O
83,winding,O
83,in,O
83,the,O
83,shell,O
83,of,O
83,the,O
83,cylinder,O
84,The,B-E
84,drop,I-E
84,was,O
84,caused,O
84,by,O
84,the,B-C
84,recession,I-C
84,and,O
84,the,B-C
84,usual,I-C
84,seasonal,I-C
84,factors,I-C
84,",",O
84,with,O
84,fruit,O
84,and,O
84,vegetable,O
84,prices,O
84,lower,O
84,in,O
84,the,O
84,summer,O
84,months,O
85,The,O
85,factory,O
85,'s,O
85,repertoire,O
85,expanded,O
85,to,O
85,include,O
85,coalminers,O
85,workwear,O
85,",",O
85,military,O
85,clothing,O
85,",",O
85,and,O
85,emergency,O
85,service,O
85,uniforms,O
86,For,O
86,example,O
86,",",O
86,consonants,O
86,were,O
86,misplaced,O
86,into,O
86,consonant,O
86,slots,O
87,The,O
87,second,O
87,biggest,O
87,problem,O
87,for,O
87,dogs,O
87,and,O
87,their,O
87,teeth,O
87,is,O
87,that,O
87,hard,O
87,chews,O
87,can,O
87,break,O
87,the,O
87,teeth,O
88,Original,O
88,mammography,O
88,films,O
88,are,O
88,being,O
88,delivered,O
88,to,O
88,viewers,O
89,The,O
89,organization,O
89,delivered,O
89,meals,O
89,to,O
89,homebound,O
89,seniors,O
90,The,O
90,dotted,O
90,line,O
90,refers,O
90,to,O
90,experimental,O
90,and,O
90,simulated,O
90,data,O
91,'Transition',O
91,are,O
91,the,O
91,series,O
91,of,O
91,large,O
91,mirrored,O
91,beach,O
91,hits,O
91,that,O
91,cling,O
91,to,O
91,the,O
91,stubborn,O
91,undulation,O
91,of,O
91,the,O
91,cliffs,O
91,above,O
91,McKenzie's,O
91,Bay,O
92,Several,O
92,cats,O
92,ran,O
92,into,O
92,Rob's,O
92,garage,O
93,The,O
93,bark,O
93,of,O
93,this,O
93,tree,O
93,trunk,O
93,presented,O
93,an,O
93,interesting,O
93,pattern,O
94,But,O
94,for,O
94,the,O
94,family,O
94,that,O
94,shares,O
94,the,O
94,cooking,O
94,and,O
94,clean,O
94,up,O
94,duties,O
94,",",O
94,the,O
94,kitchen,O
94,holds,O
94,a,O
94,special,O
94,nuturing,O
94,role,O
94,beyond,O
94,supplying,O
94,nutrition,O
94,for,O
94,the,O
94,physical,O
94,body,O
95,But,O
95,the,B-E
95,most,I-E
95,damage,I-E
95,has,O
95,been,O
95,caused,O
95,by,O
95,the,B-C
95,corrosive,I-C
95,effects,I-C
95,of,O
95,wind,O
95,and,O
95,water,O
96,The,O
96,foreign,O
96,company,O
96,has,O
96,entered,O
96,into,O
96,the,O
96,insurance,O
96,market,O
96,in,O
96,China,O
97,Harriers,O
97,are,O
97,large,O
97,",",O
97,slender,O
97,hawk-like,O
97,birds,O
97,with,O
97,long,O
97,tails,O
97,and,O
97,long,O
97,",",O
97,thin,O
97,legs,O
98,My,B-E
98,earliest,I-E
98,research,I-E
98,interest,I-E
98,stemmed,O
98,from,O
98,an,B-C
98,internship,I-C
98,at,O
98,Tall,O
98,Timbers,O
99,Silent,O
99,black-and-white,O
99,flashbacks,O
99,show,O
99,his,O
99,brother,O
99,punching,O
99,him,O
99,with,O
99,gloves,O
99,as,O
99,his,O
99,father,O
99,looks,O
99,on,O
100,The,O
100,team,O
100,finishes,O
100,the,O
100,season,O
100,with,O
100,a,O
100,9-11,O
100,record,O
100,",",O
100,just,O
100,short,O
100,of,O
100,tournament,O
100,contention,O
101,Other,O
101,orders,O
101,on,O
101,environmental,O
101,legislation,O
101,and,O
101,abortion,O
101,issues,O
101,were,O
101,also,O
101,under,O
101,consideration,O
102,This,O
102,pipeline,O
102,has,O
102,transported,O
102,natural,O
102,gas,O
102,to,O
102,the,O
102,urban,O
102,area,O
103,At,O
103,the,O
103,moment,O
103,",",O
103,we,O
103,have,O
103,to,O
103,expend,O
103,a,O
103,great,O
103,deal,O
103,of,O
103,effort,O
103,to,O
103,fight,O
103,black,O
103,Sigatoka,O
103,",",O
103,which,O
103,attacks,O
103,the,O
103,banana,O
103,plant,O
103,'s,O
103,leaves,O
104,The,O
104,influential,O
104,towns,O
104,of,O
104,Brownville,O
104,and,O
104,Fontanelle,O
104,were,O
104,founded,O
104,that,O
104,year,O
104,as,O
104,well,O
105,Mind,O
105,you,O
105,",",O
105,a,O
105,backpack,O
105,is,O
105,interpreted,O
105,as,O
105,a,O
105,sign,O
105,of,O
105,geeks,O
106,Researchers,O
106,put,O
106,bio-energetics,O
106,into,O
106,bio-magnification,O
107,We,O
107,chose,O
107,a,O
107,server,O
107,driven,O
107,approach,O
107,to,O
107,link,O
107,prefetching,O
108,I,O
108,have,O
108,imported,O
108,an,O
108,audio,O
108,book,O
108,into,O
108,the,O
108,software,O
109,He,O
109,opened,O
109,up,O
109,the,O
109,nostrils,O
109,in,O
109,the,O
109,nose,O
109,a,O
109,bit,O
109,to,O
109,fit,O
109,the,O
109,left,O
109,and,O
109,right,O
109,winglets,O
109,into,O
109,it,O
110,Takeovers,O
110,have,O
110,taken,O
110,Ted's,O
110,portfolio,O
110,into,O
110,new,O
110,territory,O
111,Just,O
111,as,O
111,Jack,O
111,says,O
111,",",O
111,"""",O
111,On,O
111,deck,O
111,",",O
111,you,O
111,scabrous,O
111,"dogs,",O
111,"""",O
111,to,O
111,the,O
111,very,O
111,left,O
111,edge,O
111,of,O
111,the,O
111,screen,O
111,over,O
111,Jack's,O
111,shoulder,O
111,is,O
111,a,O
111,grip,O
111,crew,O
111,member,O
111,with,O
111,a,O
111,tan,O
111,cowboy,O
111,hat,O
111,",",O
111,white,O
111,short,O
111,sleeve,O
111,tee,O
111,shirt,O
111,and,O
111,sunglasses,O
111,",",O
111,just,O
111,standing,O
111,there,O
111,looking,O
111,out,O
111,to,O
111,sea,O
112,Molten,O
112,globules,O
112,have,O
112,moved,O
112,into,O
112,action,O
113,The,O
113,three,O
113,themes,O
113,for,O
113,the,O
113,conference,O
113,were,O
113,pluralism,O
113,",",O
113,sustainability,O
113,and,O
113,innovation,O
114,The,O
114,left,O
114,pin,O
114,of,O
114,the,O
114,potentiometer,O
114,is,O
114,the,O
114,ground,O
114,connection,O
115,The,O
115,handbag,O
115,was,O
115,locked,O
115,in,O
115,a,O
115,glass,O
115,display,O
115,case,O
116,The,O
116,top,O
116,photo,O
116,shows,O
116,a,O
116,worker,O
116,with,O
116,a,O
116,poorly,O
116,fitting,O
116,dust,O
116,mask,O
117,The,O
117,clip,O
117,on,O
117,the,O
117,back,O
117,of,O
117,the,O
117,little,O
117,plastic,O
117,puck,O
117,like,O
117,holder,O
117,is,O
117,handy,O
117,for,O
117,clipping,O
117,onto,O
117,your,O
117,belt,O
117,",",O
117,backpack,O
117,",",O
117,arm,O
117,band,O
117,or,O
117,lady's,O
117,bag,O
117,strap,O
118,The,O
118,scientists,O
118,poured,O
118,money,O
118,into,O
118,pint,O
118,cancer,O
118,research,O
119,This,O
119,ingredient,O
119,also,O
119,repairs,O
119,the,B-E
119,damage,I-E
119,that,O
119,has,O
119,been,O
119,caused,O
119,by,O
119,the,B-C
119,sun,I-C
120,Two,O
120,days,O
120,later,O
120,",",O
120,the,O
120,salt,O
120,water,O
120,fish,O
120,was,O
120,put,O
120,into,O
120,a,O
120,fresh,O
120,water,O
120,pound,O
121,On,O
121,the,O
121,other,O
121,hand,O
121,",",O
121,the,O
121,information,O
121,being,O
121,carried,O
121,in,O
121,a,O
121,high,O
121,frequency,O
121,quasi-sinusoidal,O
121,wave,O
121,invites,O
121,comparisons,O
121,with,O
121,the,O
121,auditory,O
121,system,O
121,of,O
121,vertebrates,O
122,The,O
122,pendant,O
122,with,O
122,the,O
122,bail,O
122,measure,O
122,1,O
122,1,O
122,4,O
122,"""",O
123,The,O
123,Bishop,O
123,was,O
123,also,O
123,happy,O
123,to,O
123,talk,O
123,about,O
123,some,O
123,of,O
123,the,O
123,contentious,O
123,issues,O
123,affecting,O
123,the,O
123,church,O
123,at,O
123,the,O
123,moment,O
124,Melvin,O
124,Hancock,O
124,was,O
124,one,O
124,of,O
124,the,O
124,residents,O
124,to,O
124,spot,O
124,the,O
124,about,O
124,85,O
124,pound,O
124,full-grown,O
124,coyote,O
124,and,O
124,other,O
124,residents,O
124,have,O
124,seen,O
124,a,O
124,band,O
124,of,O
124,coyotes,O
124,with,O
124,a,O
124,litter,O
124,of,O
124,pups,O
125,The,B-C
125,ATM,I-C
125,malfunction,I-C
125,caused,O
125,a,B-E
125,rush,I-E
125,on,O
125,the,O
125,ATM,O
125,machine,O
125,until,O
125,the,O
125,police,O
125,sealed,O
125,off,O
125,the,O
125,area,O
126,Strikingly,O
126,large,O
126,in,O
126,scale,O
126,",",O
126,this,O
126,grater,O
126,shaves,O
126,a,O
126,perfect,O
126,portion,O
126,in,O
126,a,O
126,single,O
126,stroke,O
127,The,O
127,world,O
127,is,O
127,experiencing,O
127,an,O
127,unprecedented,O
127,glut,O
127,of,O
127,savings,O
127,",",O
127,driving,O
127,down,O
127,real,O
127,interest,O
127,rates,O
128,This,O
128,is,O
128,an,O
128,online,O
128,notebook,O
128,for,O
128,astronomers,O
128,and,O
128,space,O
128,scientists,O
128,wanting,O
128,to,O
128,become,O
128,involved,O
128,in,O
128,science,O
128,education,O
129,The,B-C
129,vibrations,I-C
129,caused,O
129,a,B-E
129,violent,I-E
129,twisting,I-E
129,motion,I-E
129,on,O
129,the,O
129,bridge,O
130,Scars,B-E
130,from,O
130,burns,B-C
130,happen,O
130,when,O
130,the,O
130,entire,O
130,depth,O
130,of,O
130,the,O
130,skin,O
130,is,O
130,destroyed,O
130,by,O
130,heat,O
131,We,O
131,poured,O
131,a,O
131,mixed,O
131,seasoning,O
131,into,O
131,the,O
131,sauce,O
131,on,O
131,the,O
131,stove,O
132,Hotels,O
132,and,O
132,restaurants,O
132,Downtown,O
132,are,O
132,prepared,O
132,to,O
132,handle,O
132,the,O
132,crush,O
132,of,O
132,delegates,O
133,It,O
133,is,O
133,text,O
133,at,O
133,the,O
133,top,O
133,of,O
133,a,O
133,newspaper,O
133,article,O
133,indicating,O
133,the,O
133,nature,O
133,of,O
133,the,O
133,article,O
133,below,O
133,it,O
134,Cayenne,O
134,pepper,O
134,is,O
134,a,O
134,miracle,O
134,cure,O
134,for,O
134,ulcers,O
134,and,O
134,so,O
134,many,O
134,other,O
134,conditions,O
134,",",O
134,plus,O
134,aids,O
134,assimilation,O
134,of,O
134,nutrients,O
134,and,O
134,vitamins,O
135,In,O
135,a,O
135,similar,O
135,context,O
135,",",O
135,this,O
